geonameid,name,asciiname,alternatenames,latitude,longitude,feature_class,feature_code,country_code,cc2,admin1_code,admin2_code,admin3_code,admin4_code,population,elevation,dem,timezone,modification_date,tz_offset_min,metro_tier,slug,bbox_wkt
4459467,Cary,Cary,"Cary,Kehri,Keri,Keris,Pages Siding,Pages Tavern,Pages Turnout,ka rui,kary,keli,keri,kry  karwlynay shmaly,kyry  shmaly kyrwlayna,Кери,Кері,Кэри,كاري,کری، کارولینای شمالی,کیری، شمالی کیرولائنا,ケーリー,卡瑞,케리",35.79154,-78.78112,P,PPL,US,,NC,183,90536,,159769,152.0,152,America/New_York,2019-02-27,-240,4,cary-us,"POLYGON((-79.05798339562584 35.566314774774774, -78.50425660437416 35.566314774774774, -78.50425660437416 36.01676522522522, -79.05798339562584 36.01676522522522, -79.05798339562584 35.566314774774774))"
4744091,Alexandria,Alexandria,"Aleksandri,Aleksandrija,Alexandria,Alexandria City,Allexandria,Belhaven,Belle Haven,Bellhaven,Chincoteague Creek,Gincatic Creek,Guicatic Run,alaskndryt,alksandrya  wyrjynya,allegsandeulia,arekusandoria,ya li shan de li ya,Александри,Александрия,Александрија,Александрія,Ալեքսանդրիա,אלכסנדריה,الإسكندرية,الکساندریا، ویرجینیا,الیگزینڈریا، ورجینیا,অ্যালেক্সান্ড্রিয়া,アレクサンドリア,亚历山德里亚,알렉산드리아",38.80484,-77.04692,P,PPLA2,US,,VA,510,,,159467,12.0,15,America/New_York,2024-04-01,-240,4,alexandria-us,"POLYGON((-77.3351044061793 38.579614774774775, -76.7587355938207 38.579614774774775, -76.7587355938207 39.03006522522522, -77.3351044061793 39.03006522522522, -77.3351044061793 38.579614774774775))"
3538803,San Miguel del Padrón,San Miguel del Padron,"San Miguel del Padron,San Miguel del Padrón",23.09544,-82.32669,P,PPL,CU,,02,2305,,,159273,,57,America/Havana,2023-05-19,-240,4,san-miguel-del-padron-cu,"POLYGON((-82.57083538221609 22.870214774774773, -82.08254461778391 22.870214774774773, -82.08254461778391 23.320665225225227, -82.57083538221609 23.320665225225227, -82.57083538221609 22.870214774774773))"
3903320,Tarija,Tarija,"Ciudad Tarija,TJA,Taricha,Tarija,Tarikha,Tarixa,ta li ha,taliha,tariha,tarykha,Тариха,Таріха,تاریخا,ტარიხა,タリハ,塔里哈,타리하",-21.53549,-64.72956,P,PPLA,BO,,09,,,,159269,,1870,America/La_Paz,2010-01-29,-240,4,tarija-bo,"POLYGON((-64.97099207717318 -21.760715225225226, -64.48812792282683 -21.760715225225226, -64.48812792282683 -21.310264774774772, -64.97099207717318 -21.310264774774772, -64.97099207717318 -21.760715225225226))"
2857458,Oldenburg,Oldenburg,"Aldenboarch,Aldinborg,Byen Oldenburg,Ol'dehnburg,Ol'denburg,Oldemburgh,Oldemburgo,Oldenboerj,Oldenbourg,Oldenburg,Oldenburgas,Oldenburgo,Oldenburgum,Oldenbörj,Ollnborg,Ooldenbuurich,ao er deng bao,awldnbwrg,awldnbwrgh,oldenbuleukeu,oldenburgi,orudenburuku,Олденбург,Ольденбург,Ольдэнбург,Өльдэнбург,אולדנבורג,أولدنبورغ,اولدنبورگ,اولڈنبرگ,ოლდენბურგი,オルデンブルク,奥尔登堡,올덴부르크",53.14118,8.21467,P,PPLA3,DE,,06,00,03403,03403000,159218,,10,Europe/Berlin,2019-09-05,120,4,oldenburg-de,"POLYGON((7.84027715591126 52.915954774774775, 8.58906284408874 52.915954774774775, 8.58906284408874 53.36640522522522, 7.84027715591126 53.36640522522522, 7.84027715591126 52.915954774774775))"
3837702,Catamarca,Catamarca,"CTC,Catamarca,Katamarka,San Fernando del Vale de Katamarka,San Fernando del Valle de Catamarca,San Fernando del Valye de Katamarka,San-Fernando-del'-Vaje-de-Katamarka,San-Fernando-del'-Val'e-de-Katamarka,San-Fernando-del'-Valle-de-Katamarkae,ka ta ma ka,qtmrqh,san frnandw dyl faly dy katamarka,san frnandw dyl wyla dy katamarka,san frnandwdl wlh dkatamarka,san-pernando-del-valie-de-kʼatʼamarkʼa,sanpeleunandodelbayedekatamaleuka,Катамарка,Сан Фернандо дел Вале де Катамарка,Сан-Фернандо-дель-Вайє-де-Катамарка,Сан-Фернандо-дель-Валле-де-Катамаркæ,Сан-Фернандо-дель-Валье-де-Катамарка,Սան Ֆերնանդո դել Վալյե դե Կատամարկա,קטמרקה,سان فرناندو دل والے دے کاتامارکا,سان فرناندو ديل فالي دي كاتاماركا,سان فرناندو دیل ویلا دی کاتامارکا,سان فرناندودل وله دکاتامارکا,სან-ფერნანდო-დელ-ვალიე-დე-კატამარკა,サン・フェルナンド・デル・バジェ・デ・カタマルカ,卡塔马卡,산페르난도델바예데카타마르카",-28.46957,-65.78524,P,PPLA,AR,,02,10049,,,159139,,545,America/Argentina/Catamarca,2022-12-14,-180,4,catamarca-ar,"POLYGON((-66.04071190682876 -28.694795225225228, -65.52976809317124 -28.694795225225228, -65.52976809317124 -28.244344774774774, -66.04071190682876 -28.244344774774774, -66.04071190682876 -28.694795225225228))"
549479,Khoroshëvo-Mnevniki,Khoroshevo-Mnevniki,"Khoroshevo,Khoroshevo-Mnevniki,Khoroshjovo,Khoroshëvo,Khoroshëvo-Mnevniki,Хорошёво",55.78363,37.47137,P,PPLX,RU,,47,,,,159000,,148,Europe/Moscow,2013-04-02,180,4,khoroshevo-mnevniki-ru,"POLYGON((37.07199254701023 55.55840477477478, 37.87074745298977 55.55840477477478, 37.87074745298977 56.008855225225226, 37.07199254701023 56.008855225225226, 37.07199254701023 55.55840477477478))"
576432,Bibirevo,Bibirevo,"Bibirevo,Бибирево",55.88333,37.6,P,PPLX,RU,,48,,,,159000,,155,Europe/Moscow,2018-11-14,180,4,bibirevo-ru,"POLYGON((37.19959735238536 55.65810477477478, 38.00040264761464 55.65810477477478, 38.00040264761464 56.108555225225224, 37.19959735238536 56.108555225225224, 37.19959735238536 55.65810477477478))"
2750053,Nijmegen,Nijmegen,"Gemeen Nimwaege,Naimechen,Najmegen,Neimegena,Neimegenas,Nejmegen,Neymeyxen,Nijmegen,Nijmeyen,Nimega,Nimegen,Nimegue,Nimwege,Nimwegen,Nimègue,Nymegen,Nymwegen,Nîmegue,Nĳmegen,QNQ,Ulpia Noviomagus Batavorum,nai mei heng,naimehen,naymykhn,ne me ken,neimegeni,neimeheon,njmygan,nymykhn,nyymkn,Ναϊμέχεν,Наймеген,Најмеген,Неймеген,Նեյմեյխեն,ניימכן,نايميخن,نجمیگان,نیمیخن,เนเมเกน,ნეიმეგენი,ኔመሕን,ナイメーヘン,奈梅亨,네이메헌",51.8425,5.85278,P,PPL,NL,,03,0268,,,158732,,25,Europe/Amsterdam,2023-11-21,120,4,nijmegen-nl,"POLYGON((5.489282758591954 51.61727477477478, 6.216277241408046 51.61727477477478, 6.216277241408046 52.067725225225225, 5.489282758591954 52.067725225225225, 5.489282758591954 51.61727477477478))"
3014728,Grenoble,Grenoble,"GNO,Gratianopolis,Grehnobl',Grelibre,Grenobel,Grenobl,Grenobl',Grenoble,Grenoblis,Grenoblo,Grenobul,Grenòble,Nkrenompl,Qroenobl,Qrönobl,ge lei nuo bu er,geuleunobeul,ghrwnwbl,granobala,grenobala,grenobla,grenobli,grnwbl,grwnwbl,grynwbl,gurunoburu,kiranopil,Γκρενόμπλ,Грeнобль,Гренобл,Гренобль,Гренобъл,Грэнобль,Գրենոբլ,גרנובל,גרענאבלע,غرونوبل,گرونوبل,گرینوبل,ग्रेनोबल,ग्रेनोब्ल,গ্রনোবল,கிரனோபிள்,გრენობლი,グルノーブル,格勒诺布尔,그르노블",45.17869,5.71479,P,PPLA2,FR,,84,38,381,38185,158552,218.0,225,Europe/Paris,2024-11-09,120,4,grenoble-fr,"POLYGON((5.396193875556587 44.95346477477478, 6.033386124443413 44.95346477477478, 6.033386124443413 45.40391522522523, 5.396193875556587 45.40391522522523, 5.396193875556587 44.95346477477478))"
759734,Rzeszów,Rzeszow,"Jesuv,Jeşuv,RZE,Reichshof,Resov,Resovia,Rjashiv,Rzeszow,Rzeszuw,Rzeszów,Rzeszůw,Zesova,Zesuv,Zesuvas,Zhehshau,Zheshev,Zheshov,Zheshuv,che chuf,jeshufu,jesyupeu,jyshwf,re shu fu,zhshwf,zswb,Řešov,Žešova,Žešuv,Žešuvas,Жешов,Жешув,Жэшаў,Ряшів,זשוב,ריישע,جيشوف,ژشوف,เชชูฟ,ジェシュフ,热舒夫,제슈프",50.04132,21.99901,P,PPLA,PL,,80,1863,186301,,158382,,209,Europe/Warsaw,2019-09-05,120,4,rzeszow-pl,"POLYGON((21.649328348035063 49.816094774774776, 22.348691651964934 49.816094774774776, 22.348691651964934 50.26654522522522, 21.649328348035063 50.26654522522522, 21.649328348035063 49.816094774774776))"
5317071,Tempe Junction,Tempe Junction,,33.41421,-111.94348,P,PPL,US,,AZ,013,,,158368,354.0,352,America/Phoenix,2006-01-17,-420,4,tempe-junction-us,"POLYGON((-112.2125284608009 33.188984774774774, -111.67443153919909 33.188984774774774, -111.67443153919909 33.63943522522522, -112.2125284608009 33.63943522522522, -112.2125284608009 33.188984774774774))"
5380698,Palmdale,Palmdale,"PMD,Palmdale,Palmdejl,balmdyl,palm dyl  kalyfrnya,pamadela,pamuderu,zong lu gu,Палмдейл,Палмдејл,פאלמדייל,بالمديل,پالم دیل، کالیفرنیا,پالم ڈیل,पामडेल,パームデール,棕櫚谷",34.57943,-118.11646,P,PPL,US,,CA,037,,,158351,810.0,815,America/Los_Angeles,2017-03-09,-420,4,palmdale-us,"POLYGON((-118.38922428303725 34.35420477477478, -117.84369571696276 34.35420477477478, -117.84369571696276 34.804655225225225, -118.38922428303725 34.804655225225225, -118.38922428303725 34.35420477477478))"
3470583,Barreiras,Barreiras,"BRA,Barrejras,Баррейрас",-12.15278,-44.99,P,PPL,BR,,05,2903201,,,158292,,472,America/Bahia,2012-08-03,-180,4,barreiras-br,"POLYGON((-45.21972601708191 -12.378005225225225, -44.76027398291809 -12.378005225225225, -44.76027398291809 -11.927554774774775, -45.21972601708191 -11.927554774774775, -45.21972601708191 -12.378005225225225))"
5355933,Hayward,Hayward,"Cheigouarnt,Gejvard,HWD,Hayward,Hayward Station,Hayward's,Haywards,Haywards Station,Haywood,Heivordas,Hejvorda,Hejvordo,Heyvard,Heyvord,Khejurd,Khejvard,hai wo de,haivard,hayward,hayward  kalyfwrnya,he'oyarda,heiwado,heiwodeu,hevard,hevarda,hey weird,heyvartu,hyward  kalyfrnya,hyywwrd,xi huo,Χέιγουαρντ,Гейвард,Хейвард,Хейуърд,Хејвард,Һәйворд,Հեյվորդ,הייוורד,هايوارد,هایوارد، کالیفورنیا,هیوارد، کالیفرنیا,ہیورڈ,ہےوارڈ,हेवर्ड,हेवार्ड,হেওয়ার্ড,હેવર્ડ,ஹேய்வார்டு,హైవార్డ్,ಹೇವರ್ಡ್,ഹേവാർഡ്,හේවර්ඩ්,เฮย์เวิร์ด,ヘイワード,希活,海沃德,헤이워드",37.66882,-122.0808,P,PPL,US,,CA,001,,,158289,34.0,32,America/Los_Angeles,2021-09-18,-420,4,hayward-us,"POLYGON((-122.3645168003344 37.44359477477477, -121.7970831996656 37.44359477477477, -121.7970831996656 37.89404522522522, -122.3645168003344 37.89404522522522, -122.3645168003344 37.44359477477477))"
3746183,Centro Habana,Centro Habana,Centro Habana,23.13833,-82.36417,P,PPLX,CU,,02,2303,,,158151,45.0,19,America/Havana,2023-05-19,-240,4,centro-habana-cu,"POLYGON((-82.60839341223904 22.913104774774773, -82.11994658776096 22.913104774774773, -82.11994658776096 23.363555225225227, -82.60839341223904 23.363555225225227, -82.60839341223904 22.913104774774773))"
3519537,San Cristóbal de las Casas,San Cristobal de las Casas,"Ciudad Las Casas,Ciudad de las Casas,San Cristobal,San Cristobal de Las Casas,San Cristobal de las Casas,San Cristobal las Casas,San Cristóbal,San Cristóbal de Las Casas,San Cristóbal de las Casas,San Cristóbal las Casas",16.73176,-92.64126,P,PPLA2,MX,,05,078,,,158027,,2125,America/Mexico_City,2024-10-23,-360,4,san-cristobal-de-las-casas-mx,"POLYGON((-92.87576606310509 16.506534774774774, -92.40675393689492 16.506534774774774, -92.40675393689492 16.956985225225228, -92.87576606310509 16.956985225225228, -92.87576606310509 16.506534774774774))"
3021372,Dijon,Dijon,"DIJ,Digion,Digione,Digono,Dijon,Dij·on,Divio,Diviodunum,Dizhon,Dizon,Dizona,Dizonas,Diĝono,Dižon,Dižona,Dižonas,Dyzhon,Ntizon,di rong,dichng,dijam,dijom,dijon,dijong,dizhoni,dyjwn,dyzhwn,dyzwn,Ντιζόν,Дижон,Дыжон,Діжон,Դիժոն,דיזון,ديجون,دیجون,دیژون,ڈیجون,दिजाँ,दीजों,ดีฌง,དི་ཇཱོན།,დიჟონი,ディジョン,第戎,디종",47.31667,5.01667,P,PPLA,FR,,27,21,212,21231,158002,,242,Europe/Paris,2022-08-14,120,4,dijon-fr,"POLYGON((4.685407844555414 47.09144477477478, 5.347932155444587 47.09144477477478, 5.347932155444587 47.541895225225225, 4.685407844555414 47.541895225225225, 4.685407844555414 47.09144477477478))"
560465,Gol’yanovo,Gol'yanovo,"Gol'janovo,Gol'yanovo,Gol’yanovo,Гольяново",55.82299,37.81306,P,PPLX,RU,,48,,,,158000,,157,Europe/Moscow,2013-04-02,180,4,golyanovo-ru,"POLYGON((37.41327858860599 55.597764774774774, 38.21284141139401 55.597764774774774, 38.21284141139401 56.04821522522522, 37.41327858860599 56.04821522522522, 37.41327858860599 55.597764774774774))"
3387296,Sobral,Sobral,"JSO,Januaria de Acaracu,Januária de Acaracu,QBX,Sobral,Sobrat,Собрал",-3.68611,-40.34972,P,PPL,BR,,06,2312908,,,157996,,75,America/Fortaleza,2023-07-15,-180,4,sobral-br,"POLYGON((-40.57476335595481 -3.9113352252252254, -40.12467664404519 -3.9113352252252254, -40.12467664404519 -3.460884774774775, -40.57476335595481 -3.460884774774775, -40.57476335595481 -3.9113352252252254))"
8504953,Admiralteisky,Admiralteisky,"Admiraltejskij,Адмиралтейский",59.923,30.3,P,PPLX,RU,,66,8521318,,,157897,,8,Europe/Moscow,2024-03-04,180,4,admiralteisky-ru,"POLYGON((29.851887084077337 59.69777477477478, 30.748112915922665 59.69777477477478, 30.748112915922665 60.148225225225225, 29.851887084077337 60.148225225225225, 29.851887084077337 59.69777477477478))"
5964700,Greater Sudbury,Greater Sudbury,"Bol'shoj Sadberi,Gran Sudbury,Grand Sudbury,Granda Sudbury,Greater Sudbury,Sadberi,Sadberis,Sudbury,Veliki Sadberi,YSB,catpari perumpakam,da sa de bo li,ghrytr swdbwry,gryytr sdbry,sadbry bzrg,sadobari,seodeubeli,Большой Садбери,Велики Садбери,Садбері,גרייטר סדברי,سادبری بزرگ,غريتر سودبوري,گریٹر سڈبری,சட்பறி பெரும்பாகம்,サドバリー,大薩德伯里,서드베리",46.49,-80.99001,P,PPL,CA,,08,3553,,,157857,,266,America/Toronto,2024-02-27,-240,4,greater-sudbury-ca,"POLYGON((-81.31620308201634 46.26477477477478, -80.66381691798365 46.26477477477478, -80.66381691798365 46.715225225225225, -81.31620308201634 46.715225225225225, -81.31620308201634 46.26477477477478))"
5391295,Salinas,Salinas,"SNS,Salinae,Salinas,sa li na si,salinasa,sallinaseu,salynas,salynas  kalyfrnya,sarinasu,Салинас,Салінас,ساليناس,سالیناس,سالیناس، کالیفرنیا,सालिनास,サリナス,萨利纳斯,살리나스",36.67774,-121.6555,P,PPLA2,US,,CA,053,,,157380,16.0,17,America/Los_Angeles,2017-03-09,-420,4,salinas-us,"POLYGON((-121.93551947477194 36.45251477477478, -121.37548052522807 36.45251477477478, -121.37548052522807 36.90296522522522, -121.93551947477194 36.90296522522522, -121.93551947477194 36.45251477477478))"
6544488,San Blas-Canillejas,San Blas-Canillejas,"Distrito San Blas,Distrito San Blas-Canillejas,San Blas-Canillejas",40.43893,-3.61537,P,PPLX,ES,,29,M,28079,20,157367,,663,Europe/Madrid,2017-05-26,120,4,san-blas-canillejas-es,"POLYGON((-3.9104408895040046 40.213704774774776, -3.3202991104959954 40.213704774774776, -3.3202991104959954 40.66415522522522, -3.9104408895040046 40.66415522522522, -3.9104408895040046 40.213704774774776))"
3529982,Cuautla,Cuautla,"Cuautla,Cuautla Morelos",18.8106,-98.93525,P,PPLA2,MX,,17,006,,,157336,,1333,America/Mexico_City,2023-02-01,-360,4,cuautla-mx,"POLYGON((-99.17249937211191 18.585374774774774, -98.69800062788808 18.585374774774774, -98.69800062788808 19.035825225225228, -99.17249937211191 19.035825225225228, -99.17249937211191 18.585374774774774))"
2766824,Salzburg,Salzburg,"Estado de Salzburgo,Ijolati Zaltsburg,Lungsod ng Salzburg,SZG,Saizburg,Salcburg,Salcburk,Salisburgh,Salisburgium,Salisburgo,Salisburgu,Salisburgum,Saltsmpournk,Saltzburg,Salzborg,Salzbourg,Salzburg,Salzburgi liidumaa,Salzburgo,Salzbursko,Sałisburgo,Såizburg,Zal'cburg,Zalcburg,Zalcburga,Zalcburgas,Zaltsburq,chai er ci bei ge,jalcheubuleukeu,jaltsaburga,sa er ci bao,sa er si bao,salajaburga,saljhabarga,sals bur k,salzaborga,salzbrg,salzbwrgh,zaltsburgi,zaltsbwrg,zarutsuburuku,zlzbwrg,Σάλτσμπουργκ,Залцбург,Зальцбург,Иёлати Залтсбург,Салцбург,Զալցբուրգ,זאלצבורג,זלצבורג,زالتسبورگ,سالزبرگ,سالزبورغ,जाल्त्सबुर्ग,साल्ज़बोर्ग,সলজবুর্গ,સાલ્ઝબર્ગ,ಸಾಲ್ಜ್‌ಬರ್ಗ್‌,ซาลซ์บูร์ก,ზალცბურგი,ザルツブルク,柴尔兹孛格,萨尔斯堡,萨尔茨堡,薩爾斯堡,잘츠부르크",47.79941,13.04399,P,PPLA,AT,,05,501,50101,,157245,424.0,435,Europe/Vienna,2024-11-04,120,4,salzburg-at,"POLYGON((12.709661639456598 47.57418477477478, 13.378318360543403 47.57418477477478, 13.378318360543403 48.024635225225225, 12.709661639456598 48.024635225225225, 12.709661639456598 47.57418477477478))"
2014006,Ussuriysk,Ussuriysk,"Lungsod ng Ussurijsk,Nikol'sk-Ussuriyskiy,Nikolaevsk-Ussuri,Nikol’sk-Ussuriyskiy,Oessoeriejsk,Ussuriisk,Ussurijsk,Ussuriysk,Ussuryjsk,Usszurijszk,Voroshilov,usuliseukeu,usurisuku,wu su li si ke,Уссурийск,ウスリースク,乌苏里斯克,우수리스크",43.80291,131.94578,P,PPL,RU,,59,,,,157068,,27,Asia/Vladivostok,2023-05-21,600,4,ussuriysk-ru,"POLYGON((131.63461193630886 43.577684774774774, 132.25694806369117 43.577684774774774, 132.25694806369117 44.02813522522522, 131.63461193630886 44.02813522522522, 131.63461193630886 43.577684774774774))"
3174659,Livorno,Livorno,"Labro,Leghorn,Levuorno,Liborno,Liorna,Livorn,Livornas,Livorno,Livornu,Livourne,lybwrnw,lyfwrnw,rivuoruno,Λιβόρνο,Ливорно,ליבורנו,ليفورنو,リヴォルノ",43.54427,10.32615,P,PPLA2,IT,,16,LI,049009,,157017,3.0,16,Europe/Rome,2022-09-27,120,4,livorno-it,"POLYGON((10.016320129270389 43.319044774774774, 10.635979870729612 43.319044774774774, 10.635979870729612 43.76949522522522, 10.016320129270389 43.76949522522522, 10.016320129270389 43.319044774774774))"
3838874,Río Cuarto,Rio Cuarto,"Ciudad de Rio Cuarto,Ciudad de Río Cuarto,RCU,Rio Cuarto,Rio Kuartas,Rio Kuarto,Rio Kvarto,Rio-Kuarto,Rio-Kvarto,Río Cuarto,li ao kua er tuo,liokualeuto,ryw kwartw,ryw kwartw  qrtbt,Рио Кварто,Рио Куарто,Рио-Куарто,Ріо-Кварто,Ռիո Կուարտո,ריו קוארטו,ريو كوارتو، قرطبة,ریو کوارتو,რიო-კუარტო,リオ・クアルト,里奥夸尔托,리오쿠아르토",-33.13044,-64.35272,P,PPLA2,AR,,05,14098,,,157010,,429,America/Argentina/Cordoba,2023-12-11,-180,4,rio-cuarto-ar,"POLYGON((-64.62089549531419 -33.35566522522522, -64.08454450468582 -33.35566522522522, -64.08454450468582 -32.90521477477478, -64.62089549531419 -32.90521477477478, -64.62089549531419 -33.35566522522522))"
617239,Tiraspol,Tiraspol,"Ciraspal',Tiraspol,Tiraspol',Tiraspole,Tiraspoli,Tiraspolis,Tiraspolo,Tiraspol’,Tiráspol,Tyraspol,di la si bo er,ti ras pxl,tilaseupol,tirasupori,tyrasbwl,tyraspwl,tyrspwl,Тираспол,Тирасполь,Тираспољ,Ціраспаль,טירספול,تيراسبول,تیراسپول,ตีรัสปอล,ტირასპოლი,ティラスポリ,蒂拉斯波尔,티라스폴",46.84274,29.62909,P,PPLA,MD,,58,,,,157000,,30,Europe/Chisinau,2024-01-10,180,4,tiraspol-md,"POLYGON((29.300761398778388 46.617514774774776, 29.957418601221615 46.617514774774776, 29.957418601221615 47.06796522522522, 29.300761398778388 47.06796522522522, 29.300761398778388 46.617514774774776))"
2649997,Enfield Town,Enfield Town,Enfield,51.65147,-0.08497,P,PPLA3,GB,,ENG,GLA,E3,,156858,,33,Europe/London,2023-02-27,60,4,enfield-town-gb,"POLYGON((-0.44693331490611754 51.42624477477478, 0.27699331490611756 51.42624477477478, 0.27699331490611756 51.87669522522523, -0.44693331490611754 51.87669522522523, -0.44693331490611754 51.42624477477478))"
3403741,Camaragibe,Camaragibe,Camaragibe,-8.02167,-34.98111,P,PPL,BR,,30,2603454,,,156736,,43,America/Recife,2024-09-21,-180,4,camaragibe-br,"POLYGON((-35.207906919765406 -8.246895225225225, -34.754313080234596 -8.246895225225225, -34.754313080234596 -7.796444774774775, -35.207906919765406 -7.796444774774775, -35.207906919765406 -8.246895225225225))"
3595803,Escuintla,Escuintla,"Ehskuintla,Escuintla,Esquintla,esukuintora,Эскуинтла,エスクィントラ",14.3009,-90.78581,P,PPLA,GT,,06,501,,,156313,,351,America/Guatemala,2022-08-14,-360,4,escuintla-gt,"POLYGON((-91.01756959449305 14.075674774774775, -90.55405040550694 14.075674774774775, -90.55405040550694 14.526125225225226, -91.01756959449305 14.526125225225226, -91.01756959449305 14.075674774774775))"
3518135,San Pablo de las Salinas,San Pablo de las Salinas,"Salinas,San Pablo,San Pablo de Salinas,San Pablo de las Salinas,San-Pablo-de-los-Salinas,sana pabalo de lasa salinasa,Сан Пабло де лас Салинас,Сан-Пабло-де-лос-Салинас,سانت پاوڵی سالیناس,সান পাবলো দে লাস সালিনাস",19.66658,-99.09477,P,PPL,MX,,15,109,,,156191,,2248,America/Mexico_City,2021-12-15,-360,4,san-pablo-de-las-salinas-mx,"POLYGON((-99.33325960587308 19.441354774774773, -98.85628039412691 19.441354774774773, -98.85628039412691 19.891805225225227, -99.33325960587308 19.891805225225227, -99.33325960587308 19.441354774774773))"
2633352,York,York,"Aebura,Eabhrac,Eabhraig,Eboracum,Efrog,Eoforwic,Everoui,Evrek,Giork,Jork,Jorka,Jorkas,Jorko,Jorvik,Jórvík,QQY,York,York (England),yark,yokeu,yoku,yorka,yue ke,ywrk,ywrq,yxrk,Évèroui,Γιορκ,Ёрк,Јорк,Йорк,Յորք,יורק,يورك,یارک,یورک,یۆرک,यॉर्क,யார்க்,ยอร์ก,იორკი,ヨーク,約克,요크",53.95763,-1.08271,P,PPLA2,GB,,ENG,Q5,,,156135,,17,Europe/London,2023-02-25,60,4,york-gb,"POLYGON((-1.464396176744692 53.73240477477478, -0.7010238232553081 53.73240477477478, -0.7010238232553081 54.182855225225225, -1.464396176744692 54.182855225225225, -1.464396176744692 53.73240477477478))"
2686657,Örebro,OErebro,"Ehrebru,Ehrehbru,Erebro,Erebru,Erebrū,Erempro,Jorebru,OErebro,OErebro kommuna,OErebro  Isvec,ORB,Orebro,Orebrogia,arybrw,awrbrw,awrybrw,e lei bu lu,erebre,ereburu,oelebeulo,xex re bru,Örebro,Örebro kommuna,Örebro  İsveç,Ørebro,Έρεμπρο,Еребро,Еребру,Йоребру,Эребру,Эрэбру,ארברו,ערעברו,أوربرو,اریبرو,اوربرو,اوریبرو,เออเรบรู,ერებრე,エレブルー,厄勒布鲁,외레브로",59.27412,15.2066,P,PPLA,SE,,15,1880,,,155989,,35,Europe/Stockholm,2022-08-10,120,4,oerebro-se,"POLYGON((14.767053990245925 59.04889477477478, 15.646146009754075 59.04889477477478, 15.646146009754075 59.49934522522523, 14.767053990245925 59.49934522522523, 14.767053990245925 59.04889477477478))"
5400075,Sunnyvale,Sunnyvale,"Encinal,Snivejl,Sanivejl,Sannivejl,Sunnyvale,saniberu,sanivela,sannibhela,sanyfal,sany‌wyl  kalyfrnya,sen ni wei er,seonibeil,snywyl,Санивејл,Саннивейл,Саннівейл,Сънивейл,סאניווייל,سانيفال,سانی‌ویل، کالیفرنیا,سنیویل,सनीवेल,सन्नीभेल,サニーベール,森尼韦尔,서니베일",37.36883,-122.03635,P,PPL,US,,CA,085,,,155805,39.0,37,America/Los_Angeles,2021-12-21,-420,4,sunnyvale-us,"POLYGON((-122.31892845518422 37.14360477477478, -121.75377154481578 37.14360477477478, -121.75377154481578 37.594055225225226, -122.31892845518422 37.594055225225226, -122.31892845518422 37.14360477477478))"
3460845,Itajaí,Itajai,"Itajahi,Itajahy,Itajai,Itajaí,Itazhai,itaja'i,yi da gu yi,Итажаи,ইটাজাই,伊達賈伊",-26.90778,-48.66194,P,PPL,BR,,26,4208203,,,155716,,6,America/Sao_Paulo,2017-06-13,-180,4,itajai-br,"POLYGON((-48.913783339156744 -27.133005225225226, -48.41009666084326 -27.133005225225226, -48.41009666084326 -26.682554774774772, -48.913783339156744 -26.682554774774772, -48.913783339156744 -27.133005225225226))"
6318546,São Mateus,Sao Mateus,SMT,-23.60583,-46.47889,P,PPLX,BR,,27,3550308,30,,155682,,824,America/Sao_Paulo,2024-04-17,-180,4,sao-mateus-br,"POLYGON((-46.72397611234213 -23.831055225225228, -46.23380388765787 -23.831055225225228, -46.23380388765787 -23.380604774774774, -46.72397611234213 -23.380604774774774, -46.72397611234213 -23.831055225225228))"
3111108,Salamanca,Salamanca,"Helmantica,SLM,Salamanca,Salamanka,Salamanko,Salamanque,Salmantica,saramanka,slmnqt,Саламанка,سلمنقة,サラマンカ",40.96882,-5.66388,P,PPLA2,ES,,55,SA,37274,,155619,,815,Europe/Madrid,2018-03-09,120,4,salamanca-es,"POLYGON((-5.961307837469897 40.74359477477478, -5.366452162530103 40.74359477477478, -5.366452162530103 41.194045225225224, -5.961307837469897 41.194045225225224, -5.961307837469897 40.74359477477478))"
783920,Zemun,Zemun,"Opstina Zemun,Opština Zemun,Semlin,Semlino,Taurunum,Zemlen,Zemlén,Zemun,Zimony,jemun,ze meng,zemun,zmwn,Σεμλίνο,Земун,זמון,ゼムン,泽蒙,제문",44.8458,20.40116,P,PPLA3,RS,,SE,0,70157,,155591,,100,Europe/Belgrade,2020-06-18,120,4,zemun-rs,"POLYGON((20.084410357709537 44.620574774774774, 20.717909642290465 44.620574774774774, 20.717909642290465 45.07102522522522, 20.084410357709537 45.07102522522522, 20.084410357709537 44.620574774774774))"
3345439,Telford,Telford,"Tehlfard,Telford,Telfordas,te er fu de,terufodo,tlfwrd,Телфорд,Тэлфард,Թելֆորդ,تلفورد,テルフォード,特爾福德",52.67659,-2.44926,P,PPLA2,GB,,ENG,O2,00GF013,,155570,,163,Europe/London,2023-02-26,60,4,telford-gb,"POLYGON((-2.8196588836994607 52.451364774774774, -2.0788611163005397 52.451364774774774, -2.0788611163005397 52.90181522522522, -2.8196588836994607 52.90181522522522, -2.8196588836994607 52.451364774774774))"
